,alias,baseCcy,category,ctMult,ctType,ctVal,ctValCcy,expTime,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,optType,quoteCcy,settleCcy,state,stk,tickSz,uly
0,,BTC,1,,,,,,,BTC-BRL,SPOT,,1707291027000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.00001,,BRL,,live,,0.1,
1,,ETH,1,,,,,,,ETH-BRL,SPOT,,1707291050000,0.0000001,99999999999.0000000000000000,20000000,99999999999,1000000,1000000,1000000,99999999999.0000000000000000,99999999999.0000000000000000,0.0001,,BRL,,live,,0.01,
2,,USDT,1,,,,,,,USDT-BRL,SPOT,,1707290990000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,,BRL,,live,,0.001,
3,,BTC,1,,,,,,,BTC-EUR,SPOT,,1700539798000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.00001,,EUR,,live,,0.1,
4,,ETH,1,,,,,,,ETH-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0001,,EUR,,live,,0.01,
5,,SOL,1,,,,,,,SOL-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,EUR,,live,,0.01,
6,,DOGE,1,,,,,,,DOGE-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,EUR,,live,,0.00001,
7,,1INCH,1,,,,,,,1INCH-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,EUR,,live,,0.0001,
8,,ADA,1,,,,,,,ADA-EUR,SPOT,,1700539798000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,EUR,,live,,0.0001,
9,,AVAX,1,,,,,,,AVAX-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,EUR,,live,,0.001,
10,,COMP,1,,,,,,,COMP-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,EUR,,live,,0.01,
11,,CRV,1,,,,,,,CRV-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,EUR,,live,,0.0001,
12,,DOT,1,,,,,,,DOT-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,EUR,,live,,0.001,
13,,DYDX,1,,,,,,,DYDX-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,EUR,,live,,0.001,
14,,EOS,1,,,,,,,EOS-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,EUR,,live,,0.0001,
15,,LINK,1,,,,,,,LINK-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,EUR,,live,,0.001,
16,,LTC,1,,,,,,,LTC-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,EUR,,live,,0.01,
17,,SHIB,1,,,,,,,SHIB-EUR,SPOT,,1700539798000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,50000,,EUR,,live,,0.000000001,
18,,SUSHI,1,,,,,,,SUSHI-EUR,SPOT,,1700049700000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,EUR,,live,,0.0001,
19,,TRX,1,,,,,,,TRX-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,EUR,,live,,0.00001,
20,,UNI,1,,,,,,,UNI-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,EUR,,live,,0.001,
21,,USDT,1,,,,,,,USDT-EUR,SPOT,,1700049002000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,EUR,,live,,0.0001,
22,,USDC,1,,,,,,,USDC-EUR,SPOT,,1700539798000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,EUR,,live,,0.0001,
23,,BTC,1,,,,,,,BTC-TRY,SPOT,,1705545796000,0.000000001,999999999.0000000000000000,20000000,999999999,1000000,1000000,1000000,999999999.0000000000000000,999999999.0000000000000000,0.00001,,TRY,,live,,1,
24,,ETH,1,,,,,,,ETH-TRY,SPOT,,1705545823000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.0001,,TRY,,live,,0.1,
25,,USDT,1,,,,,,,USDT-TRY,SPOT,,1698893529000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,TRY,,live,,0.01,
26,,BTC,1,,,,,,,BTC-USDT,SPOT,10,1548133413000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.00001,,USDT,,live,,0.1,
27,,ETH,1,,,,,,,ETH-USDT,SPOT,10,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0001,,USDT,,live,,0.01,
28,,OKB,1,,,,,,,OKB-USDT,SPOT,10,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.01,
29,,MATIC,1,,,,,,,MATIC-USDT,SPOT,10,1617008400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.0001,
30,,XRP,1,,,,,,,XRP-USDT,SPOT,10,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.0001,
31,,SOL,1,,,,,,,SOL-USDT,SPOT,10,1601431200000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,USDT,,live,,0.01,
32,,DOGE,1,,,,,,,DOGE-USDT,SPOT,10,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.00001,
33,,ORDI,1,,,,,,,ORDI-USDT,SPOT,5,1684581015000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDT,,live,,0.001,
34,,SATS,1,,,,,,,SATS-USDT,SPOT,5,1702866701000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,2000000,,USDT,,live,,0.00000000001,
35,,ICE,1,,,,,,,ICE-USDT,SPOT,,1705634351000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,,live,,0.00001,
36,,WLD,1,,,,,,,WLD-USDT,SPOT,5,1690189613000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,,live,,0.001,
37,,1INCH,1,,,,,,,1INCH-USDT,SPOT,5,1608830100000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
38,,AAVE,1,,,,,,,AAVE-USDT,SPOT,5,1603317639000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,USDT,,live,,0.01,
39,,ACA,1,,,,,,,ACA-USDT,SPOT,,1643100129000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
40,,ACE,1,,,,,,,ACE-USDT,SPOT,5,1702866356000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.001,
41,,ACH,1,,,,,,,ACH-USDT,SPOT,,1682050337000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,,live,,0.00001,
42,,ADA,1,,,,,,,ADA-USDT,SPOT,10,1548133413000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDT,,live,,0.0001,
43,,AERGO,1,,,,,,,AERGO-USDT,SPOT,,1595456951000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
44,,AGIX,1,,,,,,,AGIX-USDT,SPOT,5,1700803863000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDT,,live,,0.0001,
45,,AGLD,1,,,,,,,AGLD-USDT,SPOT,5,1630654581000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
46,,AIDOGE,1,,,,,,,AIDOGE-USDT,SPOT,3,1682391770000,1,9999999999999999.0000000000000000,20000000,9999999999999999,100000,999999,999999,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10000000000,,USDT,,live,,0.0000000000001,
47,,AKITA,1,,,,,,,AKITA-USDT,SPOT,,1620979264000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10000000,,USDT,,live,,0.0000000001,
48,,ALCX,1,,,,,,,ALCX-USDT,SPOT,,1637910537000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.01,
49,,ALGO,1,,,,,,,ALGO-USDT,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
50,,ALPHA,1,,,,,,,ALPHA-USDT,SPOT,,1614834000000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
51,,ANT,1,,,,,,,ANT-USDT,SPOT,5,1597255081000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
52,,APE,1,,,,,,,APE-USDT,SPOT,5,1647508809000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
53,,API3,1,,,,,,,API3-USDT,SPOT,5,1607464841000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
54,,APM,1,,,,,,,APM-USDT,SPOT,,1582320712000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
55,,APT,1,,,,,,,APT-USDT,SPOT,10,1666141200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDT,,live,,0.0001,
56,,AR,1,,,,,,,AR-USDT,SPOT,5,1640315756000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.001,
57,,ARB,1,,,,,,,ARB-USDT,SPOT,5,1679575630000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.0001,
58,,ARG,1,,,,,,,ARG-USDT,SPOT,,1663915767000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDT,,live,,0.001,
59,,ARTY,1,,,,,,,ARTY-USDT,SPOT,,1703127777000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,,live,,0.0001,
60,,AST,1,,,,,,,AST-USDT,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
61,,ASTR,1,,,,,,,ASTR-USDT,SPOT,,1642405602000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.00001,
62,,ATOM,1,,,,,,,ATOM-USDT,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.001,
63,,AUCTION,1,,,,,,,AUCTION-USDT,SPOT,5,1617793135000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.001,
64,,AVAX,1,,,,,,,AVAX-USDT,SPOT,10,1600734600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.001,
65,,AVIVE,1,,,,,,,AVIVE-USDT,SPOT,,1702967068000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDT,,live,,0.00001,
66,,AXS,1,,,,,,,AXS-USDT,SPOT,5,1627376400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.001,
67,,AZY,1,,,,,,,AZY-USDT,SPOT,,1658473539000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.00001,
68,,BABYDOGE,1,,,,,,,BABYDOGE-USDT,SPOT,,1628583250000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,2000000000000,2000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000000,,USDT,,live,,0.000000000001,
69,,BADGER,1,,,,,,,BADGER-USDT,SPOT,5,1610395200000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
70,,BAL,1,,,,,,,BAL-USDT,SPOT,3,1595786209000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
71,,BAND,1,,,,,,,BAND-USDT,SPOT,5,1598569200000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
72,,BAT,1,,,,,,,BAT-USDT,SPOT,5,1583197200000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
73,,BCH,1,,,,,,,BCH-USDT,SPOT,10,1605477603000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,USDT,,live,,0.1,
74,,BETH,1,,,,,,,BETH-USDT,SPOT,5,1608678000000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,USDT,,live,,0.01,
75,,BICO,1,,,,,,,BICO-USDT,SPOT,3,1638350839000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
76,,BIGTIME,1,,,,,,,BIGTIME-USDT,SPOT,5,1696920782000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDT,,live,,0.0001,
77,,BLOK,1,,,,,,,BLOK-USDT,SPOT,,1637293123000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000,,USDT,,live,,0.000001,
78,,BLUR,1,,,,,,,BLUR-USDT,SPOT,5,1676356510000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDT,,live,,0.0001,
79,,BNB,1,,,,,,,BNB-USDT,SPOT,5,1671540758000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,USDT,,live,,0.1,
80,,BNT,1,,,,,,,BNT-USDT,SPOT,3,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
81,,BONE,1,,,,,,,BONE-USDT,SPOT,,1682394247000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDT,,live,,0.0001,
82,,BONK,1,,,,,,,BONK-USDT,SPOT,5,1704687914000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,,USDT,,live,,0.000000001,
83,,BORING,1,,,,,,,BORING-USDT,SPOT,,1637813826000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.000001,
84,,BORA,1,,,,,,,BORA-USDT,SPOT,,1648624377000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDT,,live,,0.0001,
85,,BRWL,1,,,,,,,BRWL-USDT,SPOT,,1648624503000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.000001,
86,,BSV,1,,,,,,,BSV-USDT,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.01,
87,,BTT,1,,,,,,,BTT-USDT,SPOT,,1643262023000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,,USDT,,live,,0.0000000001,
88,,BZZ,1,,,,,,,BZZ-USDT,SPOT,,1624288513000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
89,,CEEK,1,,,,,,,CEEK-USDT,SPOT,,1667199159000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.00001,
90,,CELO,1,,,,,,,CELO-USDT,SPOT,5,1594939857000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
91,,CEL,1,,,,,,,CEL-USDT,SPOT,3,1618290083000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
92,,CELR,1,,,,,,,CELR-USDT,SPOT,5,1617008400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
93,,CETUS,1,,,,,,,CETUS-USDT,SPOT,3,1683708147000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.00001,
94,,CFG,1,,,,,,,CFG-USDT,SPOT,,1626310800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
95,,CFX,1,,,,,,,CFX-USDT,SPOT,10,1614718800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
96,,CGL,1,,,,,,,CGL-USDT,SPOT,,1677473988000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,,live,,0.00001,
97,,CHZ,1,,,,,,,CHZ-USDT,SPOT,5,1614754800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.00001,
98,,CITY,1,,,,,,,CITY-USDT,SPOT,,1664176306000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.001,
99,,CLV,1,,,,,,,CLV-USDT,SPOT,,1627534800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
100,,COMP,1,,,,,,,COMP-USDT,SPOT,5,1593379982000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.01,
101,,CONV,1,,,,,,,CONV-USDT,SPOT,,1616679900000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,999999,999999,9999999999999.0000000000000000,9999999999999.0000000000000000,100,,USDT,,live,,0.000001,
102,,CORE,1,,,,,,,CORE-USDT,SPOT,5,1675836959000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDT,,live,,0.0001,
103,,CQT,1,,,,,,,CQT-USDT,SPOT,,1624410000000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
104,,CRO,1,,,,,,,CRO-USDT,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.00001,
105,,CRV,1,,,,,,,CRV-USDT,SPOT,5,1597346595000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
106,,CSPR,1,,,,,,,CSPR-USDT,SPOT,5,1620730802000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
107,,CTC,1,,,,,,,CTC-USDT,SPOT,5,1586478421000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
108,,CTXC,1,,,,,,,CTXC-USDT,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
109,,CVC,1,,,,,,,CVC-USDT,SPOT,3,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
110,,CVX,1,,,,,,,CVX-USDT,SPOT,,1637910537000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
111,,DAI,1,,,,,,,DAI-USDT,SPOT,,1576623628000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
112,,DAO,1,,,,,,,DAO-USDT,SPOT,,1618395998000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
113,,DCR,1,,,,,,,DCR-USDT,SPOT,,1548133413000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.1,,USDT,,live,,0.01,
114,,DEP,1,,,,,,,DEP-USDT,SPOT,,1586296999000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,100,,USDT,,live,,0.000001,
115,,DGB,1,,,,,,,DGB-USDT,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.000001,
116,,DIA,1,,,,,,,DIA-USDT,SPOT,,1597723200000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
117,,DMAIL,1,,,,,,,DMAIL-USDT,SPOT,5,1706520963000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDT,,live,,0.0001,
